"company_name","job_title","job_description","job_posted_date","job_salary/currency","job_salary/currency_symbol","job_salary/estimated","job_salary/pay_period","job_industry","company_short_name","company_sizes_str","company_foundation_date","company_revenue"
"Gray & Osborne Consulting Engineers Inc.","Civil Engineer - Transportation","POSITION: Civil Engineer – Transportation

PROFILE OF COMPANY:

Gray & Osborne has provided professional engineering services to public agencies throughout Washington State since 1935. We specialize in the planning, design, and construction management of water, sewer, stormwater transportation, and utility systems. The opening is in our Seattle office located at 1130 Rainier Avenue S., Suite 300.

JOB DESCRIPTION:

Primary responsibilities are project engineering and/or project management for transportation projects for municipalities and special purpose districts in

Western Washington. Work would include the preparation of engineering reports, preparation of plans, specifications, and estimates, and construction administration.

This is a great opportunity for someone who enjoys working in a creative and collaborative environment where you are can be part of a design team in providing service to communities throughout Western Washington.

KNOWLEDGE, SKILLS, and ABILITIES:

 * 4-year Civil Engineering degree.

 * Professional Engineer license required.

 * At least 5-15 years of experience in transportation focused civil engineering

 * Excellent interpersonal skills.

 * Able to work well with others in a collaborative manner.

 * Ability to prioritize and simultaneously manage multiple projects.

SALARY AND BENEFITS:

We offer a competitive salary and excellent benefits. The anticipated salary range for this position (including year-end bonus) is $100,000 to $140,000, depending upon experience. Benefits include 401K retirement plan (with employer profit-sharing contribution), medical, vision, and dental insurance, life insurance, disability insurance, 8 paid holidays and paid time off starting at 15 days per year.

Gray & Osborne, Inc. is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, sex, religion, national origin, age, protected veteran status, disability status, or any other characteristic protected by law.

Job Type: Full-time

Pay: $100,000.00 - $140,000.00 per year

Benefits:

 * 401(k)
 * Dental insurance
 * Flexible schedule
 * Flexible spending account
 * Health insurance
 * Life insurance
 * Paid time off

Schedule:

 * 8 hour shift

Supplemental pay types:

 * Bonus pay

People with a criminal record are encouraged to apply

Ability to commute/relocate:

 * Seattle, WA 98144: Reliably commute or planning to relocate before starting work (Required)

Experience:

 * transportation focused civil engineering: 10 years (Required)

Work Location: In person","2024-02-28T00:00:00","USD","$","false","hourly","Architectural & Engineering Services","Gray & Osborne Consulting Engineers","51 to 200 Employees",,"$5 to $25 million (USD)"
"Ballard Marine Construction","Field Engineer","WHY JOIN BALLARD MARINE CONSTRUCTION?

Ballard Marine Construction is a specialty marine and underwater contractor based in Washougal, WA, with regional offices and projects throughout North America.

Why join Ballard? It’s simple. You get to work on amazing technical projects with like-minded team members. The Ballard culture is second to none, and because of that we are incredibly protective and particular about who we invite onto the team. We have a unique culture of true excellence; we hold each other accountable from our newest interns and engineers to our most senior leaders. You will always go to work knowing that everyone you are working with cares as much as you do and is working hard to reach common goals. You will get out of it what you put into it. Ballard is an amazing place to work and if what we’ve said resonates with you, you just might be right for us!

Job Summary:

This position will be performing engineering duties in planning, designing, and overseeing construction activities.

Ideal Candidate:

Core Attributes:

 * Grit and Resiliency - We dig deep to figure out how to make things happen no matter how impossible it seems. We never give up. We take on challenges that nobody else can or will.
 * Comradery and Inspirational - We are a hard-working team of like-minded individuals working toward a common goal. We regularly celebrate wins and like to have fun whether at work or at play. We come together each day looking for ways to instill life and energy into the world around us.
 * Driven and Competitive - We love competition. We love to win and love to learn when we lose. Not getting the job done is not an option. We are obsessed with doing our best and we do what it takes to win.
 * Trustworthy and Respectful - We are passionate about honesty, authenticity, and transparency. No lies. No drama. No politics. We value constructive conflict and ensure that even in conflict we treat others with respect.
 * Ownership and Accountability - When something goes wrong, we first “look in the mirror” before we “look out the window”. We ask, “what could I have done differently?” and then we share lessons learned. Regularly challenging ourselves and those around us to be better is a way of life. “Me first” belongs here.

Education:

 * Bachelor’s Degree Construction Management, Construction Engineering Management, Civil or related field.

Experience:

 * 1 – 3 years working as a Field Engineer in the construction industry.
 * Heavy Civil/Infrastructure experience preferred.
 * Proficient with wide range of software including AutoCAD, Blue Beam, Heavy Bid, Heavy Job, MS Project or P6, and Microsoft Office Suite.

Skills:

 * Use logic and reason to identify the strengths and weaknesses of alternative solutions, conclusions, or approaches to problems.
 * Ability to use mathematics and scientific rules/methods to solve problems.
 * Ability to determine the kinds of tools and equipment needed to complete a project.
 * Excellent communication skills in verbal, written, telephone, email, and presentations.
 * Strong organizational and time management skills; excellent verbal communications skills and ability to foster relationships with employees at all levels within the organization; ability to work under pressure and meet established goals and objectives, and strong creative problem-solving skills are required.
 * Ability to multi-task, prioritize, and work independently as well as in team environments, often under tight deadline situations, in a dynamic fast paced work environment.
 * Ability to work and thrive in a collaborative team environment.

Responsibilities:

 * Analyze survey reports, maps, drawings, plans, specifications, contractual documents, aerial photography, and other topographical or geologic data to plan projects.
 * Estimate quantities and cost of materials, equipment, or labor to determine project feasibility.
 * Plan and design temporary structures, following construction and government standards, using design software, and drawing tools.
 * Compute load and grade requirements, water flow rates, and material stress factors to determine design specifications.
 * Develop work plans and hazard analysis plans for crews to follow to safely execute the work.
 * Inspect project sites to monitor progress and ensure conformance to design specifications, safety standards, and productivity goals.
 * Provide technical advice regarding design, construction, or program modifications and structural repairs to managerial personnel.
 * Develop and maintain resource loaded project schedules.
 * Manage project document control.
 * Manage procurement of materials and consumables, including vendor pre-qualifications and development of RFQ’s.
 * Acts as a Quality Control / Quality Assurance representative as required.
 * Organize and manage subcontractors.
 * Assume additional responsibilities as directed by division and corporate management. Travel as required to attend, but not limited to, meetings, site visits, training, etc.

Physical Demands / Working Environment:

 * Prolonged periods of time sitting at a desk and working on a computer.
 * Working outdoors in various temperatures and conditions.
 * Wears various PPE (respirators, fall protection, etc.).
 * Will travel on various land, water and aircraft.
 * Will sit and stand for several hours at a time.
 * Lifting, climbing, pulling, pushing, squatting for various periods of time.
 * Ability to relocate as needed.

Benefits:

Ballard offers a comprehensive benefits package and provides a culture that values opportunity for growth, development, and internal promotion. Benefits include medical, dental, vision, life insurance, LTD, STD, PTO, 401K Plan with employer match, paid holidays, and so much more!!

EEO Statement:

Ballard Marine Construction, LLC. is an Equal Opportunity and Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, or veteran status. A reasonable accommodation will be considered for qualified individuals with a disability if it does not create an undue hardship for the Company, consistent with the ADA as amended.

Job Type: Full-time","2024-03-05T00:00:00","USD","$","true","hourly","Construction","Ballard Marine Construction","Unknown",,"Unknown / Non-Applicable"
"BKF Engineers","2024 Summer Civil Engineer Assistant","BKF is looking for civil engineering interns in multiple offices!

BKF is searching for civil engineering interns with strong technical abilities, who express an interest in land development project design, transportation project design, or water resources and are able to work with a team of engineers on small and large projects. We are looking for interns in our Northern California offices!

Responsibilities:

 * Geometric calculations and plotting (cross-sections, profiles, etc.)
 * Routine hydraulics calculations
 * Site grading calculations and plotting
 * Computer and CAD systems usage
 * Research/data collection from public agencies

Requirements:


 * Currently enrolled in B.S. Civil Engineering or related field from an ABET accredited curriculum or equivalent plus appropriate continuing education.
 * 1-2 years of specific civil engineering classes and/or other internship related experience.
 * Must have strong communication skills and be team-oriented.

What makes BKF a great choice?

 * The chance to work on iconic West Coast projects
 * Inclusive and engaging company culture
 * Competitive salary
 * Professional development, training, and mentorship
 * Company-funded retirement plan
 * Comprehensive benefits package
 * Employee wellness program
 * Commitment to diversity, equity, and inclusion
 * Flexible work policy and hybrid work schedule
 * Outstanding teams of supportive and hard-working professionals
 * Hourly pay range: $19.20 - $30.21

Workplace Awards:

 * ""Top Work Place” 2014 - 2021 by the Bay Area News Group
 * ZweigWhite ""Best Firms to Work For"" Top 100 in the U.S. 2014 - 2019
 * ""Best Firm to Work for North Bay"" North Bay Business Journal for 8 years
 * ENR 2017 California's Design Firm of the Year

BKF Engineers provides engineering, surveying, and land planning services for architects, commercial and residential developers, colleges and universities, cities and counties, governmental agencies, hotels, health care facilities, and large corporations. Headquartered in the San Francisco Bay Area since 1915, the firm has 15 California offices and 1 Oregon office employing over 540 staff. Our project experience includes corporate headquarters, office buildings, healthcare facilities, sports facilities, hotels and resorts, justice, public buildings, multi-family housing, educational facilities, retail, industrial, parking, highways, roadways, bridges, and light/heavy rail transit projects.

Newport Beach. Sacramento.","2024-02-21T00:00:00","USD","$","false","hourly","Architectural & Engineering Services","BKF Engineers","501 to 1000 Employees","1915-01-01T00:00:00.000Z","$100 to $500 million (USD)"
"Misch Instruments","Civil Engineer In Training","Engineer in Training

We are seeking an EIT to join our civil engineering team.
What we do:
Land Surveying
Site Development
Stormwater Management
Green Infrastructure
Municipal Engineering
Parks Recreation
Subdivision Planning
Rehabilitation of Existing Improvements


Position Overview: The Engineer in Training (EIT) will support the design, analysis, and implementation of various engineering projects while working under the guidance of experienced engineers.

Responsibilities:

 * Assist in the development of project designs, calculations, and technical documents.

 * Collaborate with senior engineers to create detailed plans, drawings, and specifications.

 * Conduct research and gather data to support engineering analyses.

 * Perform site visits to assess project conditions and gather relevant information.

 * Assist in project coordination, scheduling, and resource allocation.

 * Participate in team meetings and contribute to project discussions.

 * Continuously learn and stay updated with industry trends and best practices.

Qualifications:

 * EIT certification or working towards obtaining it.

 * Engineering (Civil, Environmental, or related field)

 * Proficiency in engineering software and tools.

 * Strong analytical and problem-solving skills.

 * Effective communication and teamwork abilities.

 * Detail-oriented and organized.","2024-03-15T00:00:00","USD","$","false","hourly","Health Care Products Manufacturing","Misch Instruments","1 to 50 Employees",,"Unknown / Non-Applicable"
,"Staff Geotechnical Engineer","Company Info: Chosen Valley Testing

Chosen Valley Testing provides geotechnical engineering, construction materials testing and drilling services. We have offices in 6 different locations across Minnesota, Iowa, and Wisconsin. We take pride in our ability to make comprehensive evaluations of the geotechnical and material issues the clients are facing and in making those conclusions understandable. Our broad project list consists of office buildings, apartment complexes, cabins, schools, hospitals, banks, grain bins, roadways, bridges ect. Chosen Valley Testing is an Equal Opportunity Employer.

Job Details:

Position Title: Engineering Technician

Position Type: Full-Time

Position Location: La Crosse, WI

Chosen Valley Testing is searching for a full-time Geotechnical Engineer for our La Crosse location. This position will report to the senior engineer and is responsible for both laboratory and field duties. We work together in a team environment and understand the value that each person contributes to the success of a project. The candidate should be extremely organized, able to multi-task, problem solve and innovative. The Geotechnical Engineer will be expected to perform work, in varying weather conditions that may be wet, cold, or hot. This position regularly requires overtime hours. Overnight travel is required occasional. On the job training is provided. Candidates need excellent communication skills and must be self-directed able to work individually and as a team.

The Geotechnical Engineer is responsible for the following activities:

 * Performing various Geotechnical Engineering calculations, including for settlement, bearing capacity, slope stability, retaining walls and pavement designs;
 * Analysis of soil samples and provide recommendations in regard to constructability with given soil conditions
 * Preparing Geotechnical Engineering reports and CMT reports to be reviewed by a licensed Professional Engineer (PE)
 * Prepare cost estimates and proposal for various CMT and Geotechnical Engineering projects within a particular territory
 * Occasional overnight travel

The Geotechnical Engineer requires:

 * Good driving record and valid driver's license
 * A Bachelors of Science Degree in Geotechnical, Civil, or Construction Engineering
 * Be able to lift up to 50 pounds on a daily basis
 * Strong verbal and written communication skills
 * Be comfortable working in a wide variety of environments, including adverse weather

Preferred Qualifications:

 * Experience in the construction materials testing and inspection industry
 * Experience in laboratory soil testing
 * Certifications in concrete testing, bituminous testing, structural steel inspection, nuclear density gauge operation.

Please apply if you have all required skill sets and experience with your current resume, contact details, expected hourly rate, and availability.

Job Type: Full-time

Pay: From $55,000.00 per year

Benefits:

 * 401(k)
 * Health insurance
 * Paid time off

Schedule:

 * 8 hour shift
 * Monday to Friday
 * Overtime

Education:

 * Bachelor's (Required)

Ability to Relocate:

 * La Crosse, WI: Relocate before starting work (Required)

Work Location: Multiple locations","2024-02-29T00:00:00","USD","$","false","hourly",,,,,
"Anchor QEA, LLC","Senior-level Civil / Coastal Engineer","Title: Senior-level Civil / Coastal Engineer

Location: San Francisco, California

Job Type: Regular, Full-Time







What’s the Opportunity?

Anchor QEA is seeking a full-time, senior-level civil / coastal engineer with 12 to 15+ years of experience with a strong background leading the technical design and construction of dredging and coastal restoration projects. The candidate will work directly with clients and will supervise other technical team members on the planning, design, and construction of water resources, dredging, and coastal restoration projects. The candidate should have project management experience related to these skills and be comfortable overseeing junior engineers and CAD and providing QA/QC to others.




Responsibilities:

The successful candidate will be responsible for the following:

 * Project and task management of coastal engineering, dredging, water resources, and habitat restoration projects
 * Managing and participating in the collection of field data and completing complex analyses and calculations independently and as part of a collaborative team
 * Preparing design documents, specifications, cost estimates, and engineering calculations for waterfront, dredging, and restoration projects
 * Technical writing to support the preparation of sampling and analysis plans, remedial investigation, and feasibility study reports
 * Developing construction planning and observation documentation and overseeing construction management efforts
 * Qualitative and quantitative analysis of environmental and engineering data
 * Working with others to develop new clients, identify project opportunities, prepare proposals, and capture new work
 * Developing and conducting technical review of project work and reports
 * Authoring scopes of work, negotiating fees, developing project schedules, managing the technical and financial aspects of projects, communicating with clients and stakeholders, and coordinating subcontractors for complex design and construction projects
 * Identifying strategic teaming partners and mentoring junior level staff




What Are We Looking For?

Ideal candidates will have the following:

 * Bachelor of Science degree from an accredited program in Civil Engineering or Coastal Engineering (a Masters level degree is preferred)
 * Professional Engineer (PE) licensure in California
 * Experience: 12+ years in site civil, coastal, and/or water resources engineering, with at least 5 years of experience working in California
 * Proficiency in MS Office
 * AutoCAD Civil 3D, MS Project, ESRI ArcGIS experience a plus
 * Knowledge of engineering codes and guidelines
 * Excellent oral and written communication skills including ability to write and review reports
 * Strong leadership skills
 * Self-motivation, drive, and ability to work independently




What Can You Expect?

A collaborative work environment where we encourage everyone to bring their authentic self. We offer competitive compensation and benefits. Salary and benefits detailed below.




Who Are We?

Anchor QEA is an environmental science and engineering consulting firm that is focused on improving the environment and our communities by solving challenging problems. We employ more than 450 people in offices around the United States. Our vision is for a growing company that is our clients’ first choice for solving their most challenging problems and our employees’ first choice as a company where they want to work. Learn more about Anchor QEA at www.anchorqea.com




How to Apply?

Apply online through Anchor QEA’s Open Positions page at https://www.anchorqea.com/careers/careers-open-positions/. Veterans are encouraged to apply.




Additional Information

We work hard to embrace diversity and inclusion. As an equal opportunity employer, Anchor QEA is committed to a diverse, multi-cultural work environment. Anchor QEA does not discriminate in employment based on age, race, creed, gender, religion, marital status, veteran’s status, national origin, disability or sexual orientation.




Salary and Other Compensation:

 * Salary Range: $135,000 - $150,000 annually
 * Annual Bonus
 * Other potential bonus types: Billable Time Bonus, Spot Bonus, Milestone Anniversary Bonus, Receiving Professional License/Certification Bonus, Peer-reviewed Publication Bonus, Employee Referral Bonus.
   
   



Base Level Benefits for Regular Full-Time Positions:

 * Healthcare: Medical, dental, vision, basic life and AD&D insurance, short- and long-term disability programs.
 * Paid Company and Floating Holidays: 7 paid company and 2 floating holidays annually
 * Vacation: 2 weeks accrued paid vacation based on length of service. Vacation may vary by level.
 * Sick and Safe Time: 80 hours annually
 * Retirement Plan: 401k plan with an employer match
 * Further information on benefits: https://anchorqea.com/careers/benefits/

","2024-03-09T00:00:00","USD","$","false","hourly","Architectural & Engineering Services","Anchor QEA","501 to 1000 Employees","1997-01-01T00:00:00.000Z","$100 to $500 million (USD)"
"Whitman Requardt and Associates","Bridge Engineer - Entry Level","At Whitman, Requardt & Associates, LLP, we are ""People Focused and Project Driven"". We have been in business for more than 105 years and we are known for our quality work and quality employees. This is your chance to join our team - help us to design the infrastructure and buildings that improve the world!

We are looking for entry level Bridge Engineers to join our team in our Fairfax, VA office. In this role, the engineer will work on a multi-disciplinary team developing bridge and structural plans for transportation projects for VDOT and/or municipal localities.

Requirements

 * Must have a bachelor’s degree in Civil Engineering, master's degree preferred
 * 0-3 years of relevant experience required
 * Desire relevant internship experience
 * Must be able to work independently and in a design group setting
 * EIT/FE certification preferred
 * NBIS inspection, a plus




Required Submissions:

 * Resume
 * A copy of current, or most recent, school transcript

Benefits:

WRA recognizes that employees play an important role in its success. Our commitment to full-time employees is reflected in the comprehensive benefits package we offer:

 * Flexible work schedule options
 * Competitive salary
 * Leave accrual and paid holidays
 * Healthcare benefits
 * Group Life Insurance, as well as additional optional life Insurance, short and long term disability insurance
 * Flexible spending accounts for medical and dependent care reimbursement
 * 401(k) Retirement Plan
 * Tuition Reimbursement
 * Employee Assistance Program
 * Parental and maternity leave benefits

WRA is an equal opportunity/affirmative action employer and complies with all applicable anti-discrimination laws.




***** Not accepting resumes from 3rd party recruiters for this position *****

Position #: 2067","2024-03-06T00:00:00","USD","$","true","hourly","Architectural & Engineering Services","Whitman Requardt and Associates","501 to 1000 Employees","1915-01-01T00:00:00.000Z","$100 to $500 million (USD)"
,"Senior Structural Engineer / Project Manager","The position at the Senior Structural Engineer / Project Manager level entails work including initiation, oversight and design of building structural components from foundation to roof framing on buildings ranging from single-story residential projects to high-rise commercial and residential projects. Building materials include reinforced concrete, masonry, structural steel, light gauge steel, wood, aluminum, fiberglass, and others from time-to-time. Review of shop drawings and construction field observations and inspections will also be required.

5-10 years experience required

P.E. preferred

Job Type: Full-time

Pay: $75,000.00 - $105,000.00 per year

Education:

 * Bachelor's (Required)

Experience:

 * Structural Engineering: 5 years (Required)

License/Certification:

 * Professional Engineer (Preferred)

Work Location:

 * One location

This Job Is Ideal for Someone Who Is:

 * Dependable -- more reliable than spontaneous
 * Detail-oriented -- would rather focus on the details of work than the bigger picture
 * Achievement-oriented -- enjoys taking on challenges, even if they might fail

Company's website:

 * www.karins.com

Company's Facebook page:

 * https://www.facebook.com/KarinsEngineering/

Benefit Conditions:

 * Only full-time employees eligible

Work Remotely:

 * No

COVID-19 Precaution(s):

 * Personal protective equipment provided or required
 * Social distancing guidelines in place
 * Sanitizing, disinfecting, or cleaning procedures in place

Work Location: In person","2024-02-27T00:00:00","USD","$","false","hourly",,,,,
"McClure Engineering Company","Team Leader - Traffic (Transportation - Civil Engineering)","McClure is currently searching for a skilled Team Leader on our growing Traffic team! The Team Leader will be the primary point on a variety of high visibility and critical projects for the organization. A successful Team Leader will demonstrate past success in team leadership and the ability to mentor / develop less experienced team members.

The Team Leader is a skilled business-minded professional who is responsible for leading their respective team as an independent and profitable business unit while driving the overall success of the firm. The Team Leader is the primary face of the project and is responsible for the successful completion of projects for key stakeholders.

Knowledge, Skills, and Abilities:

 * Demonstrated ability to operate as an influential and collaborative part of the leadership team.
 * Ability to build a client base and maintain strong client relationships.
 * Strong understanding of financials – demonstrated experience achieving group profit and net revenue growth.
 * Ability to champion process execution and friction-free project delivery in partnership with department leadership.
 * Strong community presence by volunteering time on boards, commissions, and organizations as a representative of McClure.
 * Strong presence in the Traffic and Transportation Industry.
 * Understanding of high-level traffic and transportation technical innovations.

Education and/or Experience Requirements:

 * Minimum of a Bachelor of Science Degree in Engineering, Business, Finance, or related field.
 * Seven to ten years of progressive management experience in traffic/transportation
 * Professional Engineering License, MBA, or history of successfully managing a profitable team.
 * Sustained success at building new and maintaining existing client relationships.

McClure provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state, or local laws.

This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.

Job Type: Full-time

Benefits:

 * 401(k)
 * 401(k) matching
 * Dental insurance
 * Employee assistance program
 * Employee discount
 * Flexible schedule
 * Flexible spending account
 * Health insurance
 * Health savings account
 * Life insurance
 * Paid time off
 * Parental leave
 * Professional development assistance
 * Referral program
 * Tuition reimbursement
 * Vision insurance

Schedule:

 * Monday to Friday

Supplemental pay types:

 * Bonus opportunities
 * Signing bonus

Work Location: In person","2024-03-07T00:00:00","USD","$","true","hourly","Architectural & Engineering Services","McClure Engineering Company","51 to 200 Employees","1956-01-01T00:00:00.000Z","$25 to $100 million (USD)"
"Truesdell Corp.","Construction Project Engineer","“Applicants must be authorized to work for ANY employer in the US. We are unable to sponsor or take over sponsorship of employment Visa at this time.”

Truesdell Corporation is currently seeking an Construction Project Engineer to join our Western Region team based out of Tempe, Arizona to assist in managing Bridge Maintenance Projects. This candidate will be able to travel within Arizona and also to other states in the Western Region for up to 2 weeks at a time, be a hard worker, dynamic leader and quickly able to manage multiple projects at one time. Our ideal candidate will enjoy travel, working on bridges, learning new skills, working with our fast-paced team and is excited about the opportunity to advance within our company.

Who is Truesdell?

Truesdell Corporation is a national bridge repair company that has been repairing, restoring, protecting, maintaining, and strengthening concrete structures for over 40 years and has grown rapidly over the past several years. We are dedicated to our clients; we celebrate our wins, and we have fun while we do it! We also enjoy training and developing team members to help them achieve their personal and professional goals.

Assistant Project Manager Responsibilities:

 * Coordinate all labor, materials, equipment, rentals, and subcontractors necessary to meet project demands and budgeted cost estimates to ensure the highest quality work is performed in a timely, cost effective and safe manner.
 * Monitor, record and report the DPR (Daily Production Rate) for each job daily, ensuring that the DPR is achieved every day.
 * Understanding of the Contract requirements.
 * Develop and update project schedules. Must be proficient with Excel.
 * Create and provide all documentation required from start-up to close-out including but not limited to submittals, material orders, RFI's, traffic closures, daily logs, claims, change orders, letters etc.
 * Analyze and report project costs
 * Maintain accurate job files, including all documentation, correspondence, and contract documents
 * Perform all other duties as required.

Requirements:

 * The ability to travel up to 60% of the year regionally.
 * Truesdell provides hotel, transportation, and daily meal stipend for travel.
 * Ability to work variable shifts, nights and weekends when necessary.
 * The work setting is both an office and project sites
 * Safety first mindset
 * Strong communication skills
 * Perform all job responsibilities with attention to quality and detail.
 * Leadership
 * Education and Experience Requirements: Associates degree or construction management experience
 * 2+ years of related work experience

Compensation and Benefits Package:

 * Salary is determined by experience and education, the range for this position is $65k-80k.
 * Medical, Dental, and Vision Insurance
 * 15 days of Paid Time Off, increasing with years of service.
 * 401(k) with Generous Employer Matching
 * Flexible Spending Account
 * Health Savings Account
 * Professional Development Assistance
 * Vehicle and phone options if applicable

Truesdell Culture:

Here at Truesdell, we believe that our team members are our most valuable assets. Without you, we simply wouldn’t be who we are today. Because of this, we take pride in bringing career-focused and enthusiastic individuals to the team. We provide the tools, learning, and a diverse and inclusive culture so that you can become the best version of you. With a position at our company, you have exciting new possibilities to follow your curiosity wherever it takes you. Whatever your aspirations are, we can help you reach your goals and forge a long-lasting career with us.

Truesdell Corporation is an Equal Opportunity Employer.

","2024-03-16T00:00:00","USD","$","true","hourly","Construction","Truesdell Corp.","1 to 50 Employees",,"$5 to $25 million (USD)"
"Construction WorldWide","Project Engineer – Commercial Construction, Lodi, CA","Project Engineer with 0-5 years experience. Responsible for all technical and engineering aspects of assigned projects. Plan, schedule, predict, and manage all the technical tasks of assigned projects to assure accuracy, proper resources, and quality from start to finish.



QUALIFICATIONS, EDUCATION AND EXPERIENCE

 * Bachelor s Degree in Civil Engineering, Construction Management, Architecture, or related field preferred but not required
 * Ability to read plans and specifications
 * Knowledge of construction principles/practices



Hiring company is a highly reputable and financially stable company and a major player in the commercial construction industry.



COMPENSATION

$75,000 - $120,000 - DOE. Competitive benefits package.
Please include desired compensation range.




If you have the required qualifications, APPLY TODAY! Interviews start immediately.

You can either apply through our website at https://construction-worldwide.com/candidates/search-jobs/ (where you can also find and apply for numerous other opportunities) or directly at https://tinyurl.com/3rkv5puy or through this platform.



[If this or none of our other current openings match your qualification, feel free to register on our site at construction-worldwide dot com (go to Candidates-Search Jobs) for future opportunities.]

","2024-03-16T00:00:00","USD","$","false","hourly","Staffing & Subcontracting","Construction WorldWide","Unknown",,"Unknown / Non-Applicable"
,"Civil Design Engineer (EIT)","We have an open position for a civil engineer with 0-5 years of post-graduation experience in civil engineering design who will work on commercial and residential development projects in a collaborative environment with our current team of engineers. Work will include stormwater analysis and design, design of water and sewer utilities, roads, subdivision design and layout, preparation of technical reports, and permitting.

Working with APCE will provide you with a great opportunity to understand, practice, and become an expert in a wider variety of areas than many firms can offer, including in advanced analysis, early-stage planning, negotiation with jurisdictions, project management, pursuit of new areas of expertise, information organization & management, land development fundamentals, and project budgeting. At APCE, drawing on each individual’s skills and expertise to complete designs and deliver permits alongside experienced engineers in an environment that emphasizes, not only the success of our client’s projects, but also the professional growth of our engineers is central to our approach...and we work to excel in many directions.

Prefer candidates with a BSCE from an ABET-accredited institution and who have or are willing to pursue, at a minimum, an EIT License in the State of Washington. Experience with Washington State stormwater manuals and design a plus.

Salary depends on experience. Benefits provided.

Please provide both a cover letter and current resume for consideration.

Job Type: Full-time

Pay: $35.00 - $50.00 per hour

Benefits:

 * Dental insurance
 * Health insurance
 * Paid time off
 * Vision insurance

Schedule:

 * Monday to Friday

Education:

 * Bachelor's (Preferred)

Experience:

 * Post-college Civil Engineering: 1 year (Preferred)

License/Certification:

 * EIT License (Preferred)

Work Location: In person","2024-03-01T00:00:00","USD","$","false","hourly",,,,,
